state,City,share_white,share_black,share_native_american,share_asian,share_hispanic
OR,Redwood,95.0,0.4,0.6,0.7,4.3
OR,Reedsport,93.0,0.3,1.1,1.1,4.9
OR,Richland,94.9,1.3,1.3,0.0,0.0
OR,Rickreall,93.5,0.0,3.9,0.0,2.6
OR,Riddle,89.7,0.3,3.0,0.5,5.1
OR,Rivergrove,94.1,0.0,0.0,3.1,2.4
OR,Riverside,77.9,0.0,13.6,1.5,3.5
OR,Rockaway Beach,94.4,0.4,0.7,0.7,2.9
OR,Rockcreek,81.5,1.4,0.6,8.4,7.3
OR,Rogue River,93.3,0.8,1.2,0.4,5.3
OR,Roseburg,91.0,0.5,1.7,1.6,5.5
OR,Roseburg North,92.4,0.4,1.4,1.1,5.8
OR,Rose Lodge,90.4,0.4,3.6,0.3,5.8
OR,Rowena,97.9,0.0,0.5,0.5,8.0
OR,Ruch,94.8,0.1,0.6,0.6,6.3
OR,Rufus,89.2,0.0,5.2,0.0,13.3
OR,St. Helens,90.3,0.6,1.6,1.3,6.1
OR,St. Paul,94.1,0.0,0.5,0.0,14.7
OR,Salem,79.0,1.5,1.5,2.7,20.3
OR,Sandy,90.0,0.4,1.3,1.2,9.2
OR,Scappoose,91.2,0.4,1.2,1.3,5.1
OR,Scio,91.4,0.4,1.8,0.6,3.1
OR,Scotts Mills,97.5,0.0,0.3,1.4,2.2
OR,Seaside,88.1,0.6,0.8,1.4,12.4
OR,Selma,92.2,0.0,3.0,0.3,7.2
OR,Seneca,99.0,0.5,0.0,0.0,1.0
OR,Seventh Mountain,92.5,2.1,0.0,2.1,3.7
OR,Shady Cove,95.5,0.3,0.7,0.3,4.7
OR,Shaniko,75.0,0.0,0.0,8.3,8.3
OR,Shedd,92.2,1.5,1.0,0.0,6.4
OR,Sheridan,74.9,5.5,4.8,2.1,16.6
OR,Sherwood,88.5,0.8,0.5,3.5,7.0
OR,Siletz,69.7,0.4,18.4,0.4,5.0
OR,Silver Lake,96.6,0.0,0.7,0.0,2.0
OR,Silverton,89.0,0.3,0.8,1.0,12.3
OR,Sisters,93.9,0.0,1.1,0.7,7.1
OR,Sodaville,89.3,0.6,1.6,1.0,1.9
OR,South Lebanon,94.3,0.2,1.1,0.4,3.6
OR,Spray,95.0,0.0,0.6,2.5,0.6
OR,Springfield,85.9,1.1,1.4,1.3,12.1
OR,Stafford,93.5,0.4,0.1,2.0,3.7
OR,Stanfield,66.9,0.1,1.6,0.1,35.9
OR,Stayton,87.7,0.5,1.4,0.7,14.3
OR,Sublimity,95.8,0.2,0.5,0.4,3.1
OR,Summerville,97.0,0.0,0.0,0.0,2.2
OR,Summit,95.1,0.0,0.0,0.0,11.0
OR,Sumpter,92.2,0.0,2.5,0.5,1.0
OR,Sunriver,96.9,0.6,0.3,0.5,1.6
OR,Sutherlin,92.4,0.2,1.9,0.6,6.1
OR,Sweet Home,93.3,0.3,1.3,0.8,4.7
OR,Takilma,90.5,1.6,2.4,0.5,0.5
OR,Talent,87.0,0.8,1.3,0.9,15.6
OR,Tangent,89.4,0.2,0.8,0.3,8.4
OR,Terrebonne,90.4,0.4,1.5,0.4,8.8
OR,Tetherow,86.7,0.0,0.0,0.0,2.2
OR,The Dalles,87.9,0.5,1.5,1.0,17.0
OR,Three Rivers,95.4,0.2,0.9,0.4,3.9
OR,Tigard,79.6,1.8,0.7,7.2,12.7
OR,Tillamook,86.5,0.2,1.5,1.1,17.2
OR,Toledo,89.9,0.6,3.8,0.5,4.7
OR,Trail,94.2,0.0,2.3,0.0,3.4
OR,Tri-City,91.8,0.1,3.0,0.6,4.5
OR,Troutdale,83.6,2.1,1.0,4.6,10.6
OR,Tualatin,80.4,1.2,0.7,3.5,17.3
OR,Tumalo,95.7,0.2,0.8,0.2,3.3
OR,Turner,93.2,0.6,1.7,0.5,7.3
OR,Tutuilla,63.0,0.2,30.8,0.0,6.2
OR,Tygh Valley,90.8,0.0,4.9,0.0,1.5
OR,Ukiah,90.3,0.0,2.2,3.2,4.3
OR,Umapine,91.7,0.0,1.9,1.0,14.3
OR,Umatilla,70.1,2.3,1.5,0.6,43.1
OR,Union,95.6,0.1,1.1,0.1,2.3
OR,Unity,83.1,0.0,4.2,12.7,8.5
OR,Vale,86.7,0.3,1.3,0.4,23.4
OR,Veneta,91.8,0.4,1.4,0.8,5.5
OR,Vernonia,94.1,0.3,1.3,0.5,4.2
OR,Waldport,91.2,0.8,1.1,1.0,3.3
OR,Wallowa,95.9,0.5,0.4,0.0,2.0
OR,Wallowa Lake,96.8,0.0,1.6,0.0,1.6
OR,Wamic,90.6,1.2,2.4,0.0,12.9
OR,Warm Springs,2.6,0.1,91.7,0.0,8.4
OR,Warren,93.6,0.3,1.0,1.2,2.9
OR,Warrenton,91.5,0.6,1.3,1.1,5.7
OR,Wasco,95.6,0.5,0.7,0.2,2.0
OR,Waterloo,96.5,0.0,1.3,0.0,5.7
OR,Westfir,92.1,0.4,1.6,0.4,2.0
OR,West Haven-Sylvan,87.4,1.0,0.3,6.3,4.1
OR,West Linn,90.7,0.7,0.3,4.0,4.0
OR,Weston,83.5,0.3,3.4,3.1,8.5
OR,Westport,92.8,0.0,0.6,0.0,12.8
OR,West Scio,85.0,0.0,1.7,0.0,8.3
OR,West Slope,85.6,1.9,0.4,4.3,6.7
OR,Wheeler,96.6,0.0,0.2,0.5,3.4
OR,White City,74.7,1.3,1.3,0.8,28.8
OR,Willamina,82.1,0.3,8.8,0.1,6.0
OR,Williams,93.9,0.5,1.8,0.7,3.2
OR,Wilsonville,85.3,1.5,1.0,3.8,12.1
OR,Wimer,95.4,0.0,1.6,0.0,4.3
OR,Winchester Bay,93.7,0.0,0.3,0.5,7.9
OR,Winston,92.5,0.3,1.6,0.9,4.5
OR,Woodburn,60.4,0.5,2.8,0.8,58.9
OR,Wood Village,62.6,2.0,2.3,3.8,37.0
OR,Yachats,95.2,0.1,1.7,0.6,4.8
OR,Yamhill,91.2,0.1,1.3,1.1,5.5
OR,Yoncalla,92.3,0.0,1.7,0.5,4.6
PA,Aaronsburg,99.2,0.2,0.0,0.0,0.5
PA,Aaronsburg,90.7,1.5,1.2,0.0,1.5
PA,Abbottstown borough,92.7,1.4,0.1,1.0,9.4
PA,Ackermanville,98.2,0.5,1.0,0.2,2.5
PA,Adamsburg borough,97.7,1.2,0.0,1.2,0.6
PA,Adamstown borough,92.3,1.1,0.3,4.4,1.7
PA,Adamsville,91.0,9.0,0.0,0.0,0.0
PA,Addison borough,98.1,0.5,1.0,0.0,0.0
PA,Akron borough,94.7,1.2,0.2,1.5,3.9
PA,Alba borough,97.5,1.9,0.0,0.0,2.5
PA,Albion borough,96.6,0.9,0.3,0.1,1.8
PA,Albrightsville,94.6,2.5,0.0,1.0,6.9
PA,Alburtis borough,93.0,2.0,0.1,1.3,5.5
PA,Aldan borough,76.3,18.5,0.1,2.6,2.1
PA,Alexandria borough,98.6,0.3,0.0,0.3,1.4
PA,Alfarata,99.3,0.0,0.7,0.0,0.0
PA,Aliquippa,57.6,38.6,0.1,0.4,1.3
PA,Alleghenyville,98.2,0.4,0.0,1.0,1.6
PA,Allenport,98.3,0.9,0.0,0.0,1.4
PA,Allenport borough,99.1,0.6,0.0,0.0,0.2
PA,Allensville,98.6,0.8,0.0,0.0,0.0
PA,Allentown,58.5,12.5,0.8,2.2,42.8
PA,Allenwood,95.0,4.4,0.0,0.3,1.2
PA,Allison,89.0,8.3,0.2,0.5,0.2
PA,Allison Park,94.4,1.5,0.1,3.1,0.9
PA,Allport,98.9,0.4,0.0,0.0,1.1
PA,Almedia,97.6,0.8,0.0,0.6,0.4
PA,Alsace Manor,98.7,0.2,0.2,0.0,0.6
PA,Altamont,98.3,0.2,0.0,0.2,1.3
PA,Altoona,93.8,3.3,0.1,0.4,1.3
PA,Ambler borough,76.5,12.8,0.2,3.8,7.9
PA,Ambridge borough,77.5,17.0,0.1,0.4,2.5
PA,Amity Gardens,93.3,2.8,0.0,1.3,2.9
PA,Ancient Oaks,86.0,2.6,0.2,8.1,4.8
PA,Annville,94.4,1.5,0.1,1.4,3.8
PA,Apollo borough,94.4,2.3,0.2,0.5,0.9
PA,Applewold borough,98.1,0.3,0.0,0.0,1.0
PA,Arcadia University,83.9,8.2,0.2,3.7,7.2
PA,Archbald borough,96.9,1.1,0.2,0.7,1.1
PA,Ardmore,79.3,12.9,0.1,4.1,4.0
PA,Arendtsville borough,83.0,2.8,0.5,0.5,16.4
PA,Aristes,100.0,0.0,0.0,0.0,0.0
PA,Arlington Heights,77.9,9.6,0.2,4.4,12.7
PA,Armagh borough,97.5,0.8,0.8,0.0,0.8
PA,Arnold,74.0,20.0,0.2,0.2,2.3
PA,Arnold City,82.3,9.2,0.0,0.2,1.6
PA,Arnot,100.0,0.0,0.0,0.0,0.0
PA,Arona borough,100.0,0.0,0.0,0.0,0.0
PA,Ashland borough,98.2,0.2,0.1,0.3,1.0
PA,Ashley borough,95.2,2.1,0.0,0.3,2.4
PA,Ashville borough,97.4,0.9,0.0,0.0,0.9
PA,Aspers,82.6,1.7,0.0,0.0,25.4
PA,Aspinwall borough,91.7,1.4,0.0,5.4,1.9
PA,Atglen borough,89.0,7.4,0.1,0.2,5.8
PA,Athens borough,97.1,0.9,0.1,0.5,1.4
PA,Atkinson Mills,98.3,0.0,0.0,0.0,0.0
PA,Atlantic,100.0,0.0,0.0,0.0,0.0
PA,Atlas,97.7,1.7,0.0,0.0,1.1
PA,Atlasburg,99.5,0.0,0.0,0.0,0.5
PA,Atwood borough,100.0,0.0,0.0,0.0,0.0
PA,Auburn borough,97.7,0.4,0.0,0.3,1.3
PA,Audubon,79.5,5.2,0.0,13.4,2.3
PA,Austin borough,100.0,0.0,0.0,0.0,0.0
PA,Avalon borough,87.5,8.7,0.4,0.5,1.2
PA,Avella,96.4,1.9,0.2,0.1,1.0
PA,Avis borough,98.7,0.5,0.0,0.3,0.5
PA,Avoca borough,97.8,0.7,0.0,0.3,1.8
PA,Avon,94.8,1.4,0.0,0.5,7.6
PA,Avondale borough,57.7,8.9,1.4,0.8,59.0
PA,Avonia,98.5,0.1,0.0,0.6,0.8
PA,Avonmore borough,97.4,1.4,0.0,0.1,0.5
PA,Baden borough,96.9,1.5,0.1,0.3,0.9
PA,Baidland,98.8,0.4,0.1,0.1,1.6
PA,Baileyville,95.5,0.0,1.5,0.5,1.5
PA,Bainbridge,97.0,1.1,0.2,0.2,1.6
PA,Bairdford,99.1,0.4,0.0,0.0,1.1
PA,Bakerstown,97.3,0.6,0.3,1.0,1.8
PA,Baldwin borough,91.6,5.3,0.1,1.2,1.1
PA,Bally borough,97.5,0.6,0.1,0.6,1.4
PA,Bangor borough,94.9,1.2,0.1,0.2,5.0
PA,Barkeyville borough,96.6,0.0,0.0,0.5,5.3
PA,Barrville,98.8,0.6,0.0,0.6,0.0
PA,Bath borough,92.6,2.9,0.3,1.0,6.6
PA,Baumstown,95.0,3.6,0.0,0.7,1.4
PA,Beallsville borough,98.1,0.4,0.2,0.6,0.6
PA,Bear Creek Village borough,98.4,0.0,0.8,0.4,0.0
PA,Bear Lake borough,90.9,0.0,0.0,0.0,7.9
PA,Bear Rocks,98.8,0.1,0.3,0.3,0.5
PA,Beaver borough,95.9,1.4,0.1,0.9,1.7
PA,Beaverdale,99.4,0.0,0.0,0.0,0.1
PA,Beaver Falls,75.3,19.3,0.2,0.4,1.2
PA,Beaver Meadows borough,97.0,0.5,0.1,0.2,2.6
PA,Beaver Springs,98.8,0.1,0.0,0.1,0.1
PA,Beavertown borough,98.3,0.2,0.0,0.2,0.6
PA,Bechtelsville borough,98.3,0.2,0.1,0.1,1.3
PA,Bedford borough,96.1,1.2,0.1,0.5,2.0
PA,Beech Creek borough,99.3,0.0,0.1,0.1,0.6
PA,Beech Mountain Lakes,94.0,1.9,0.1,0.9,3.5
PA,Belfast,97.4,0.8,0.1,0.8,2.7
PA,Bell Acres borough,94.2,2.7,0.1,1.3,1.3
PA,Bellefonte borough,96.3,1.5,0.1,0.5,1.4
PA,Belle Vernon borough,94.4,3.5,0.2,0.5,1.6
PA,Belleville,99.1,0.1,0.1,0.0,1.6
PA,Bellevue borough,86.8,8.9,0.1,1.1,1.9
PA,Bellwood borough,98.2,0.3,0.2,0.1,1.0
PA,Belmont,96.8,1.1,0.0,1.1,0.8
PA,Ben Avon borough,93.7,3.6,0.1,0.8,1.1
PA,Ben Avon Heights borough,97.8,0.3,0.0,0.3,0.8
PA,Bendersville borough,84.4,1.7,1.1,0.5,21.1
PA,Benson borough,99.0,0.0,0.5,0.0,1.0
PA,Bentleyville borough,95.4,2.7,0.0,0.2,0.7
PA,Benton borough,98.7,0.2,0.0,0.5,1.5
PA,Berlin borough,98.3,0.2,0.1,0.4,0.2
PA,Bernville borough,94.1,1.4,0.3,0.1,7.6
PA,Berrysburg borough,100.0,0.0,0.0,0.0,0.0
PA,Berwick borough,94.4,1.5,0.2,0.8,3.7
PA,Berwyn,89.3,4.6,0.2,4.1,2.3
PA,Bessemer borough,98.3,0.1,0.0,0.4,0.6
PA,Bethany borough,98.0,1.6,0.4,0.0,1.6
PA,Bethel,94.0,0.2,0.0,1.8,6.2
PA,Bethel Park municipality,96.1,1.3,0.1,1.4,1.0
PA,Bethlehem,76.4,6.9,0.3,2.9,24.4
PA,Beurys Lake,100.0,0.0,0.0,0.0,0.8
PA,Big Bass Lake,94.6,2.3,0.0,0.9,5.0
PA,Big Beaver borough,97.4,1.5,0.0,0.2,0.7
PA,Bigler,98.5,0.0,0.0,0.0,0.8
PA,Biglerville borough,91.7,0.8,0.1,0.3,19.1
PA,Big Run borough,98.6,0.0,0.6,0.0,0.3
PA,Birchwood Lakes,96.3,1.5,0.0,0.4,6.0
PA,Bird-in-Hand,94.5,2.0,0.0,1.7,5.7
PA,Birdsboro borough,95.5,1.4,0.2,0.3,3.2
PA,Birmingham borough,97.8,0.0,0.0,1.1,6.7
PA,Black Lick,95.8,2.5,0.3,0.1,1.8
PA,Blain borough,99.2,0.0,0.0,0.0,0.0
PA,Blairsville borough,95.1,2.3,0.3,0.7,1.2
PA,Blakely borough,96.6,1.0,0.1,0.7,1.8
PA,Blanchard,97.6,0.0,1.1,0.3,0.4
PA,Blandburg,97.5,1.2,0.0,0.2,0.0
PA,Blandon,91.1,3.6,0.1,1.5,5.9
PA,Blawnox borough,92.9,1.9,0.1,4.0,0.8
PA,Bloomfield borough,95.0,1.9,0.1,1.7,1.3
PA,Blooming Valley borough,99.4,0.3,0.0,0.0,0.3
PA,Bloomsburg,89.6,6.2,0.1,1.6,3.4
PA,Blossburg borough,98.6,0.1,0.4,0.4,1.3
PA,Blue Ball,94.3,0.6,0.5,3.1,1.5
PA,Blue Bell,87.8,2.9,0.0,8.1,1.5
PA,Blue Ridge Summit,92.9,1.8,0.3,2.2,1.8
PA,Boalsburg,93.5,2.2,0.1,2.0,1.6
PA,Bobtown,96.7,0.4,0.3,0.4,1.5
PA,Boiling Springs,96.2,0.6,0.1,1.4,2.1
PA,Bolivar borough,98.9,0.0,0.4,0.4,0.9
PA,Bonneauville borough,93.4,1.9,0.1,0.9,4.6
PA,Boothwyn,87.3,8.1,0.3,1.7,2.6
PA,Boston,95.8,1.1,0.0,0.0,1.8
PA,Boswell borough,97.7,0.6,0.0,0.5,0.4
PA,Bowers,97.9,0.6,0.9,0.3,2.1
PA,Bowmanstown borough,96.3,0.5,0.4,0.6,2.7
PA,Bowmansville,97.0,0.5,0.2,1.0,1.9
PA,Boyertown borough,97.5,0.5,0.0,0.6,1.1
PA,Brackenridge borough,93.3,4.3,0.1,0.3,0.7
PA,Braddock borough,22.9,72.7,0.7,0.1,1.9
PA,Braddock Hills borough,68.9,27.9,0.3,0.3,1.4
PA,Bradenville,99.1,0.7,0.0,0.2,0.7
PA,Bradford,96.3,1.0,0.4,0.7,1.4
PA,Bradford Woods borough,97.4,0.6,0.0,0.9,0.5
PA,Branchdale,97.4,0.3,0.0,0.8,1.3
PA,Brandonville,100.0,0.0,0.0,0.0,0.0
PA,Brave,98.5,0.0,1.0,0.0,0.0
PA,Breinigsville,79.9,5.2,0.5,11.1,7.1
PA,Brentwood borough,95.2,2.0,0.2,0.8,1.8
PA,Bressler,73.7,17.9,0.1,0.5,10.3
PA,Briar Creek borough,97.4,0.3,0.2,0.5,0.6
PA,Brickerville,97.4,1.1,0.0,0.2,1.4
PA,Bridgeport borough,79.8,7.9,0.3,2.8,12.8
PA,Bridgeville borough,92.2,4.2,0.1,1.2,1.1
PA,Bridgewater borough,92.8,5.3,0.0,0.4,1.0
PA,Brisbin borough,98.3,0.2,0.2,0.0,2.2
PA,Bristol borough,81.1,9.5,0.2,0.6,14.2
PA,Brittany Farms-The Highlands,92.6,2.1,0.0,3.7,2.5
PA,Broad Top City borough,98.5,0.0,0.0,0.0,0.4
PA,Brockway borough,98.8,0.1,0.0,0.2,0.3
PA,Brodheadsville,88.6,6.6,0.4,0.9,7.6
PA,Brookhaven borough,92.4,3.7,0.1,1.9,2.0
PA,Brookville borough,97.8,0.4,0.1,0.4,1.1
PA,Broomall,89.1,1.8,0.0,7.7,1.4
PA,Brownstown borough,99.3,0.1,0.0,0.1,0.7
PA,Brownstown,94.6,0.4,0.0,2.5,3.2
PA,Brownsville borough,81.4,13.5,0.1,0.1,0.6
PA,Browntown,98.4,0.4,0.1,0.0,1.5
PA,Bruin borough,98.5,0.0,0.8,0.4,1.9
PA,Bryn Athyn borough,92.5,2.7,0.0,2.5,1.2
PA,Bryn Mawr,74.0,10.5,0.0,10.7,4.9
PA,Buckhorn,94.0,0.9,0.0,3.5,2.8
PA,Buck Run,100.0,0.0,0.0,0.0,0.0
PA,Buffington,84.2,14.0,0.0,0.3,0.3
PA,Bulger,95.8,0.5,0.0,0.7,0.7
PA,Burgettstown borough,96.0,1.7,0.1,0.4,1.4
PA,Burlington borough,97.4,0.0,0.0,0.0,1.3
PA,Burnham borough,98.0,0.4,0.0,0.2,1.5
PA,Burnside borough,100.0,0.0,0.0,0.0,0.4
PA,Butler,93.6,2.7,0.2,0.5,2.4
PA,Byrnedale,96.0,0.2,0.0,0.5,0.0
PA,Cairnbrook,99.8,0.0,0.0,0.0,0.2
PA,California borough,91.0,6.6,0.2,0.5,1.5
PA,Callensburg borough,99.5,0.0,0.5,0.0,1.0
PA,Callery borough,96.4,0.0,0.0,0.5,0.5
PA,Callimont borough,97.6,0.0,0.0,0.0,0.0
PA,Caln,65.2,26.7,0.4,1.3,10.7
PA,Calumet,99.3,0.1,0.2,0.0,0.3
PA,Cambridge Springs borough,84.9,12.8,0.3,0.3,3.5
PA,Campbelltown,95.0,1.0,0.1,2.3,2.3
PA,Camp Hill borough,88.8,1.8,0.1,6.7,2.7
PA,Canadohta Lake,98.8,0.0,0.0,0.0,1.2
PA,Canonsburg borough,87.4,7.6,0.1,1.0,1.8
PA,Canton borough,97.4,0.1,0.3,0.1,1.4
PA,Carbondale,96.3,1.0,0.2,0.4,3.1
PA,Carlisle borough,84.3,8.3,0.2,2.3,4.5
PA,Carmichaels borough,96.7,0.8,0.0,0.0,0.4
PA,Carnegie borough,87.7,7.4,0.2,1.6,1.6
PA,Carnot-Moon,86.8,6.4,0.1,3.5,2.5
PA,Carrolltown borough,98.8,0.2,0.0,0.0,0.5
PA,Carroll Valley borough,97.3,0.6,0.2,0.5,1.4
PA,Cashtown,97.6,0.2,0.2,0.0,5.9
PA,Cassandra borough,97.3,0.0,0.0,0.0,0.0
PA,Casselman borough,100.0,0.0,0.0,0.0,0.0
PA,Cassville borough,99.3,0.0,0.0,0.0,0.0
PA,Castanea,98.0,0.2,0.1,0.3,0.4
PA,Castle Shannon borough,93.9,2.0,0.0,2.4,1.1
PA,Catasauqua borough,89.0,3.0,0.1,0.6,10.5
PA,Catawissa borough,97.1,0.5,0.1,0.2,1.6
PA,Cecil-Bishop,97.6,1.0,0.0,0.3,0.7
PA,Cedar Crest,97.4,0.0,0.0,0.0,1.0
PA,Cementon,90.0,2.4,0.1,2.0,6.9
PA,Centerport borough,96.4,0.5,0.5,0.0,3.6
PA,Centerville borough (Crawford County),100.0,0.0,0.0,0.0,0.5
PA,Centerville borough (Washington County),96.5,1.2,0.2,0.2,1.1
PA,Central City borough,99.7,0.0,0.1,0.0,0.1
PA,Centralia borough,100.0,0.0,0.0,0.0,0.0
PA,Centre Hall borough,99.0,0.1,0.1,0.3,0.6
PA,Cetronia,93.0,2.4,0.0,1.5,5.6
PA,Chalfant borough,85.9,8.1,0.8,0.5,0.4
PA,Chalfont borough,94.1,1.4,0.3,3.0,1.7
PA,Chalkhill,100.0,0.0,0.0,0.0,0.0
PA,Chambersburg borough,77.0,9.2,0.3,1.4,15.7
PA,Chapman borough,98.0,0.5,0.5,0.0,1.5
PA,Charleroi borough,90.0,5.7,0.1,1.0,1.9
PA,Chase,97.8,0.3,0.0,0.9,1.1
PA,Cherry Tree borough,98.9,0.0,0.0,0.3,1.1
PA,Cherry Valley borough,98.5,1.5,0.0,0.0,0.0
PA,Cherryville,96.5,0.9,0.0,1.5,3.1
PA,Chester,17.2,74.7,0.4,0.6,9.0
PA,Chesterbrook,79.1,3.6,0.0,15.7,2.4
PA,Chester Heights borough,92.1,3.3,0.0,3.2,1.5
PA,Chester Hill borough,96.9,0.6,0.0,0.9,0.6
PA,Chest Springs borough,100.0,0.0,0.0,0.0,0.0
PA,Cheswick borough,98.8,0.2,0.1,0.4,0.6
PA,Chevy Chase Heights,86.8,9.0,0.6,0.5,0.7
PA,Chewton,98.6,0.4,0.0,0.4,0.8
PA,Cheyney University,2.7,92.6,0.7,0.2,3.9
PA,Chicora borough,98.9,0.2,0.0,0.3,0.4
PA,Chinchilla,96.9,0.5,0.1,1.2,1.3
PA,Christiana borough,90.9,6.0,0.2,0.3,6.8
PA,Church Hill,98.5,0.2,0.2,0.7,0.6
PA,Churchill borough,81.9,13.8,0.0,2.7,1.8
PA,Churchtown,98.5,0.0,1.1,0.0,0.6
PA,Churchville,96.4,0.5,0.0,2.1,1.2
PA,Clairton,58.5,37.6,0.1,0.3,1.6
PA,Clarence,99.7,0.0,0.3,0.0,0.3
PA,Clarendon borough,98.9,0.7,0.2,0.0,0.7
PA,Clarion borough,91.0,5.0,0.1,1.9,1.0
PA,Clark borough,98.4,0.2,0.0,0.0,0.5
PA,Clarks Green borough,96.6,0.7,0.1,2.0,1.5
PA,Clarks Summit borough,97.0,0.7,0.0,1.2,1.4
PA,Clarksville borough,97.4,2.2,0.0,0.0,0.4
PA,Clay,94.5,0.3,0.3,2.8,2.6
PA,Claysburg,98.2,0.4,0.0,0.1,0.9
PA,Claysville borough,97.1,0.5,0.4,0.4,0.6
PA,Clearfield borough,97.3,0.8,0.1,0.4,0.9
PA,Cleona borough,95.4,1.0,0.3,1.0,3.1
PA,Clifton Heights borough,82.3,11.4,0.2,3.3,2.2
PA,Clinton,99.3,0.5,0.2,0.0,0.7
PA,Clintonville borough,97.8,0.0,0.4,1.2,1.0
PA,Clymer borough,98.5,0.5,0.1,0.2,0.5
PA,Coal Center borough,92.8,2.9,0.0,0.7,0.0
PA,Coaldale borough (Bedford County),95.0,2.5,0.0,0.0,0.0
PA,Coaldale borough (Schuylkill County),96.1,0.7,0.1,0.7,3.3
PA,Coalmont borough,99.1,0.0,0.0,0.0,0.0
PA,Coalport borough,97.9,0.0,0.0,0.2,0.6
PA,Coatesville,38.0,46.4,0.5,0.8,23.0
PA,Coburn,97.9,0.8,0.0,0.0,1.7
PA,Cochranton borough,98.2,0.3,0.0,0.4,0.9
PA,Cochranville,89.8,1.3,0.0,2.4,9.3
PA,Cokeburg borough,97.0,1.0,0.0,0.5,0.3
PA,Collegeville borough,89.4,4.0,0.2,3.8,2.4
PA,Collingdale borough,55.9,36.3,0.3,2.9,3.1
PA,Collinsburg,97.7,1.1,0.0,0.2,0.5
PA,Colonial Park,72.9,15.9,0.2,4.6,7.8
PA,Colony Park,82.4,4.1,0.0,10.6,5.4
PA,Columbia borough,87.1,5.1,0.2,0.6,9.0
PA,Columbus,98.8,0.0,0.0,0.2,0.2
PA,Colver,98.6,0.1,0.3,0.2,0.3
PA,Colwyn borough,15.9,80.1,0.0,0.7,1.6
PA,Commodore,97.3,0.6,0.3,0.0,0.3
PA,Conashaugh Lakes,84.3,8.0,1.1,1.4,11.4
PA,Conestoga,97.3,0.3,0.0,1.2,1.7
PA,Confluence borough,96.3,0.3,0.0,0.3,1.7
PA,Conneaut Lake borough,98.0,0.0,0.0,0.3,0.6
PA,Conneaut Lakeshore,98.0,0.5,0.1,0.3,0.9
PA,Conneautville borough,96.9,1.2,0.4,0.1,0.8
PA,Connellsville,93.2,4.5,0.1,0.4,0.7
PA,Connoquenessing borough,98.7,0.0,0.2,0.6,0.0
PA,Conshohocken borough,88.7,6.5,0.1,1.8,3.5
PA,Conway borough,96.7,1.1,0.1,0.3,1.0
PA,Conyngham borough,97.4,0.5,0.1,0.9,2.0
PA,Coopersburg borough,95.7,0.6,0.1,1.1,3.5
PA,Cooperstown borough,98.9,0.4,0.2,0.4,0.4
PA,Coplay borough,92.5,2.6,0.3,1.0,6.3
PA,Coral,98.8,0.3,0.0,0.6,0.3
PA,Coraopolis borough,83.1,12.0,0.2,0.4,1.8
PA,Cornwall borough,97.5,0.6,0.0,0.9,1.8
PA,Cornwells Heights,92.8,2.2,0.1,1.2,5.2
PA,Corry,97.5,0.5,0.2,0.3,0.8
PA,Corsica borough,98.6,0.0,1.1,0.0,0.8
PA,Coudersport borough,97.6,0.5,0.3,0.4,1.6
PA,Courtdale borough,99.0,0.3,0.0,0.0,1.2
PA,Crabtree,98.2,0.4,0.4,0.4,0.4
PA,Crafton borough,91.7,4.6,0.1,0.8,1.4
PA,Cranesville borough,98.0,0.0,0.0,0.0,0.6
PA,Creekside borough,97.4,0.3,0.0,0.0,1.0
PA,Crenshaw,98.1,0.0,0.2,1.1,0.4
PA,Cresson borough,98.8,0.4,0.1,0.2,0.4
PA,Cressona borough,96.8,0.8,0.1,1.1,1.9
PA,Cross Creek,97.8,2.2,0.0,0.0,5.1
PA,Cross Roads borough,97.5,1.8,0.0,0.4,0.8
PA,Crown,98.9,0.0,0.0,0.5,0.5
PA,Croydon,86.6,4.9,0.3,2.9,7.4
PA,Crucible,97.7,0.0,0.3,0.0,1.0
PA,Cumbola,96.6,0.2,0.0,0.5,3.2
PA,Curtisville,97.9,0.4,0.6,0.2,0.7
PA,Curwensville borough,98.7,0.5,0.1,0.1,0.2
PA,Daisytown borough,100.0,0.0,0.0,0.0,0.3
PA,Dale borough,89.1,6.1,0.2,0.2,2.6
PA,Dallas borough,97.0,0.7,0.0,1.4,0.9
PA,Dallastown borough,94.1,2.6,0.1,0.1,4.0
PA,Dalmatia,96.5,0.8,0.2,0.0,0.8
PA,Dalton borough,97.6,0.1,0.2,1.3,1.0
PA,Danville borough,93.8,1.1,0.2,2.3,3.7
PA,Darby borough,16.2,78.9,0.2,0.7,2.1
PA,Darlington borough,98.8,0.0,0.0,1.2,0.4
PA,Dauberville,97.4,1.7,0.0,0.0,2.4
PA,Dauphin borough,97.3,0.8,0.0,0.5,1.4
PA,Davidsville,99.6,0.0,0.0,0.3,0.4
PA,Dawson borough,96.2,1.1,0.3,0.0,0.0
PA,Dayton borough,97.6,0.0,0.0,0.4,0.0
PA,Deemston borough,98.3,0.3,0.4,0.3,0.8
PA,Deer Lake,98.8,0.2,0.0,0.0,0.2
PA,Deer Lake borough,97.2,0.6,0.3,1.0,1.0
PA,Defiance,98.7,0.4,0.0,0.0,0.4
PA,Delano,99.4,0.0,0.0,0.3,0.6
PA,Delaware Water Gap borough,85.5,7.2,0.1,3.9,7.2
PA,Delmont borough,95.8,0.9,0.2,1.5,1.7
